5|5
9.899357906653899 9.449837234531284 3.8711720576914557 3.834500935052615 5.69864400540824|5.69864400540824 3.834500935052615 3.8711720576914557 9.449837234531284 9.899357906653899
5.615390986237699 6.122270895913795 4.015076533765533 3.9444796422127073 4.393581488378988|4.393581488378988 3.9444796422127073 4.015076533765533 6.122270895913795 5.615390986237699
8.620288988470334 8.869190282044336 6.523489021745828 3.74135469223705 6.117412024321597|6.117412024321597 3.74135469223705 6.523489021745828 8.869190282044336 8.620288988470334
1.9282520247090595 2.6607927029459955 8.295110412021163 4.38609713538482 3.2721261095850185|3.2721261095850185 4.38609713538482 8.295110412021163 2.6607927029459955 1.9282520247090595
5.665891757888115 2.438872097618996 0.03437606394304571 8.944697569921706 9.21215558019598|9.21215558019598 8.944697569921706 0.03437606394304571 2.438872097618996 5.665891757888115
4.7621602466713355 8.144118141184057 5.387682879128379 4.683791494900616 6.38254283042095|6.38254283042095 4.683791494900616 5.387682879128379 8.144118141184057 4.7621602466713355
5.175649989360233 1.5679082684219836 5.438918035090107 2.0055038631353117 9.157833796964397|9.157833796964397 2.0055038631353117 5.438918035090107 1.5679082684219836 5.175649989360233
8.011498168511933 2.7911706223182353 4.953716751141516 1.4332139651503972 1.8683529900528617|1.8683529900528617 1.4332139651503972 4.953716751141516 2.7911706223182353 8.011498168511933
0.2707995051561396 7.603045636564597 2.1018456482454937 5.793466606853318 8.87602943696921|8.87602943696921 5.793466606853318 2.1018456482454937 7.603045636564597 0.2707995051561396
6.270442083793968 1.6527206957069185 1.901234491108612 7.612593224744524 8.58854100440855|8.58854100440855 7.612593224744524 1.901234491108612 1.6527206957069185 6.270442083793968
3.530159082997062 2.4033597523950734 7.786416676366581 1.4245642231549371 7.102607974842527|7.102607974842527 1.4245642231549371 7.786416676366581 2.4033597523950734 3.530159082997062
3.645470753759793 3.061241214909536 7.6621998091783325 3.0356398406140697 4.782543900352298|4.782543900352298 3.0356398406140697 7.6621998091783325 3.061241214909536 3.645470753759793
9.198127128778033 0.10020728757941466 9.423660423763891 0.34482432120760187 3.1318284519128103|3.1318284519128103 0.34482432120760187 9.423660423763891 0.10020728757941466 9.198127128778033
5.288462481585895 8.556086613520641 5.177979687726188 9.922121211583198 6.452252346721895|6.452252346721895 9.922121211583198 5.177979687726188 8.556086613520641 5.288462481585895
7.7619490818254455 0.061111892380106836 0.8481694838151366 9.678840717253616 0.26260350928626996|0.26260350928626996 9.678840717253616 0.8481694838151366 0.061111892380106836 7.7619490818254455
3.1787360113920315 3.8230552665360906 2.534606266452968 9.690180038889178 7.897825377429626|7.897825377429626 9.690180038889178 2.534606266452968 3.8230552665360906 3.1787360113920315
1.0158794163655926 9.109024638248856 1.0394339574795075 4.354974931934404 2.505557109107057|2.505557109107057 4.354974931934404 1.0394339574795075 9.109024638248856 1.0158794163655926
9.577647584796978 0.2528132746525802 9.914884024139374 2.109483311200011 8.260852240647804|8.260852240647804 2.109483311200011 9.914884024139374 0.2528132746525802 9.577647584796978
0.4260637177011384 7.345799814242547 4.2184303963207075 9.153775392408681 6.499409100831967|6.499409100831967 9.153775392408681 4.2184303963207075 7.345799814242547 0.4260637177011384
5.980324414662867 6.051418443224864 5.530285947678092 8.607696938706024 2.8329576298047296|2.8329576298047296 8.607696938706024 5.530285947678092 6.051418443224864 5.980324414662867
3.8150814297626723 6.958066049800778 4.067400413681447 5.444272314418597 4.651777577039443|4.651777577039443 5.444272314418597 4.067400413681447 6.958066049800778 3.8150814297626723
9.393504287796468 4.439287896929453 5.346921933913053 4.819841726661385 1.3833301186376856|1.3833301186376856 4.819841726661385 5.346921933913053 4.439287896929453 9.393504287796468
3.8876066580761446 2.8503561494958616 3.3363961102950945 9.581744666939938 1.865731902077442|1.865731902077442 9.581744666939938 3.3363961102950945 2.8503561494958616 3.8876066580761446
1.3874291202556177 8.68630844972971 7.6851421192771765 3.6896905620880394 3.1258162948417345|3.1258162948417345 3.6896905620880394 7.6851421192771765 8.68630844972971 1.3874291202556177
8.268813694868605 9.986994721661231 1.2595799990790368 9.14359502985391 8.825606473995432|8.825606473995432 9.14359502985391 1.2595799990790368 9.986994721661231 8.268813694868605
0.28515849128518567 8.132387074576137 0.7096859956343249 7.929513614776464 2.4209211514238294|2.4209211514238294 7.929513614776464 0.7096859956343249 8.132387074576137 0.28515849128518567
5.237723834172236 8.920301972263747 5.707573912476043 5.350258157967575 5.203572636320174|5.203572636320174 5.350258157967575 5.707573912476043 8.920301972263747 5.237723834172236
1.2839195239577605 6.108155955680026 4.7449373255510485 4.991804434323699 8.999947135957665|8.999947135957665 4.991804434323699 4.7449373255510485 6.108155955680026 1.2839195239577605
0.2887935682392151 6.469880025078445 5.991927512781276 0.362810912673891 3.708446040860256|3.708446040860256 0.362810912673891 5.991927512781276 6.469880025078445 0.2887935682392151
8.807548420153568 2.529326837539694 8.34733117868791 6.085577484535828 6.885949507889984|6.885949507889984 6.085577484535828 8.34733117868791 2.529326837539694 8.807548420153568
7.079219065774728 4.907398336462016 0.5066369644902646 6.543993871578586 7.862869260718128|7.862869260718128 6.543993871578586 0.5066369644902646 4.907398336462016 7.079219065774728
8.417849126913291 5.358373635195635 4.36387801431045 3.232496110249011 7.484762308514375|7.484762308514375 3.232496110249011 4.36387801431045 5.358373635195635 8.417849126913291
8.38162438020279 4.518623321321065 3.0157948388028286 6.50178515026251 8.056283128889003|8.056283128889003 6.50178515026251 3.0157948388028286 4.518623321321065 8.38162438020279
3.4896883196659436 3.133869595472717 8.228520787843578 3.6927641640485263 2.0367885107843033|2.0367885107843033 3.6927641640485263 8.228520787843578 3.133869595472717 3.4896883196659436
1.9625790240824548 4.976747649398686 5.048682025808187 8.220573349235327 8.906763378114531|8.906763378114531 8.220573349235327 5.048682025808187 4.976747649398686 1.9625790240824548
0.7862035712673732 1.5390819522671884 0.8393385142274767 6.861858915912186 4.51132837460406|4.51132837460406 6.861858915912186 0.8393385142274767 1.5390819522671884 0.7862035712673732
1.0279099074381481 2.5607870286902603 1.27304998814462 0.07753174928856077 3.41199608322421|3.41199608322421 0.07753174928856077 1.27304998814462 2.5607870286902603 1.0279099074381481
3.6173189281316764 0.9089031760597877 8.256183735082157 6.737053610028225 1.5656098241085914|1.5656098241085914 6.737053610028225 8.256183735082157 0.9089031760597877 3.6173189281316764
6.1502123594882505 5.874378945333768 6.880920035219781 1.6344410562545453 5.763518563837231|5.763518563837231 1.6344410562545453 6.880920035219781 5.874378945333768 6.1502123594882505
3.4053990020363267 3.4030637754829876 7.187852583248649 7.7457454157508 9.424980647688956|9.424980647688956 7.7457454157508 7.187852583248649 3.4030637754829876 3.4053990020363267
9.00807375559302 8.033323638079304 0.37614915733420795 9.81137342017534 5.773054219729906|5.773054219729906 9.81137342017534 0.37614915733420795 8.033323638079304 9.00807375559302
2.510235561501605 0.9321372833534824 8.680124990136623 5.488952495798687 3.5760230379518934|3.5760230379518934 5.488952495798687 8.680124990136623 0.9321372833534824 2.510235561501605
9.968615988839346 3.7530426729965405 9.930930709671452 0.9768377589853761 4.512874222050511|4.512874222050511 0.9768377589853761 9.930930709671452 3.7530426729965405 9.968615988839346
8.15795823655511 8.799070381287974 7.442725963735874 6.162405630743208 9.927268186804437|9.927268186804437 6.162405630743208 7.442725963735874 8.799070381287974 8.15795823655511
1.9567562186111165 1.8334515759446612 9.675764639005456 9.280144736374377 1.9068690280915324|1.9068690280915324 9.280144736374377 9.675764639005456 1.8334515759446612 1.9567562186111165
6.762274852347494 1.2264398922573494 3.3718134183912407 9.002091666573174 5.629798868715762|5.629798868715762 9.002091666573174 3.3718134183912407 1.2264398922573494 6.762274852347494
7.793053127662662 8.518343733489079 3.9236232369931825 3.3811272478572407 4.8342255812015065|4.8342255812015065 3.3811272478572407 3.9236232369931825 8.518343733489079 7.793053127662662
5.175214489239965 9.921642107106013 0.5777150655385843 2.372417545247697 7.983655240325539|7.983655240325539 2.372417545247697 0.5777150655385843 9.921642107106013 5.175214489239965
3.965707395165805 8.389469245711496 5.880361358300243 2.9514691691906645 2.632523034279697|2.632523034279697 2.9514691691906645 5.880361358300243 8.389469245711496 3.965707395165805
6.264510795178292 4.331235919194887 3.471668944811351 4.54522817253739 9.794697589877275|9.794697589877275 4.54522817253739 3.471668944811351 4.331235919194887 6.264510795178292
9.034991287207646 6.887930552405974 3.4520057042883168 9.370059137862683 7.175915630358391|7.175915630358391 9.370059137862683 3.4520057042883168 6.887930552405974 9.034991287207646
8.609204095491027 8.919400914875693 8.361821904597226 4.507229748517644 7.672188657895127|7.672188657895127 4.507229748517644 8.361821904597226 8.919400914875693 8.609204095491027
6.915405476372214 9.155120136862468 4.895564801106179 8.958802946346651 2.514888895112659|2.514888895112659 8.958802946346651 4.895564801106179 9.155120136862468 6.915405476372214
9.625617026525845 0.022584953407115416 5.395218005928289 1.4822635179836063 4.740505350401509|4.740505350401509 1.4822635179836063 5.395218005928289 0.022584953407115416 9.625617026525845
7.256617887998993 6.513077533013903 1.0584916036884007 9.440789952936813 1.8848474699584583|1.8848474699584583 9.440789952936813 1.0584916036884007 6.513077533013903 7.256617887998993
3.6346518517269866 6.712861564285434 3.0456794280404598 6.144684498901168 1.6056986949472285|1.6056986949472285 6.144684498901168 3.0456794280404598 6.712861564285434 3.6346518517269866
2.7313456722717033 3.62405711772396 3.486289623174418 9.690166046491663 3.6805244656492944|3.6805244656492944 9.690166046491663 3.486289623174418 3.62405711772396 2.7313456722717033
8.561230101293706 8.365420845957017 0.6538057953589238 7.058600494335754 9.971564775764055|9.971564775764055 7.058600494335754 0.6538057953589238 8.365420845957017 8.561230101293706
8.706849057467501 0.732835247104604 3.489252050022611 2.4636953197843594 3.895094654168326|3.895094654168326 2.4636953197843594 3.489252050022611 0.732835247104604 8.706849057467501
1.9702325236075302 7.318181120492142 5.406171916790326 7.767264098373346 6.381735871497499|6.381735871497499 7.767264098373346 5.406171916790326 7.318181120492142 1.9702325236075302
6.851527073406906 5.486875974383141 0.06398441377378439 1.2862282616245624 5.005678681353416|5.005678681353416 1.2862282616245624 0.06398441377378439 5.486875974383141 6.851527073406906
0.5894184189677443 4.396314070416707 5.495275115567342 9.1052359826868 6.0826771865474605|6.0826771865474605 9.1052359826868 5.495275115567342 4.396314070416707 0.5894184189677443
0.6687729108831897 8.445528241608232 7.597066534989692 9.807585987104288 4.6741427946546255|4.6741427946546255 9.807585987104288 7.597066534989692 8.445528241608232 0.6687729108831897
3.9381838872699513 7.595787291827499 4.57602159534011 4.36315123287495 1.2612503947389442|1.2612503947389442 4.36315123287495 4.57602159534011 7.595787291827499 3.9381838872699513
8.48356377649236 4.066761487325338 3.094684049208869 5.589936039868705 4.688089935734449|4.688089935734449 5.589936039868705 3.094684049208869 4.066761487325338 8.48356377649236
6.227996131924155 0.09375721158026207 9.190373814768032 9.723890634774376 1.7740506848912851|1.7740506848912851 9.723890634774376 9.190373814768032 0.09375721158026207 6.227996131924155
7.271293625670612 0.18577347946685863 8.268737879240511 7.911453258629765 9.359241598201326|9.359241598201326 7.911453258629765 8.268737879240511 0.18577347946685863 7.271293625670612
0.15692479205284382 6.873272711945462 0.3497177207785407 7.99983248375979 8.441537173377027|8.441537173377027 7.99983248375979 0.3497177207785407 6.873272711945462 0.15692479205284382
5.178197898432799 7.787023068726212 1.9328893665461966 0.25794791021246377 2.9862735235779567|2.9862735235779567 0.25794791021246377 1.9328893665461966 7.787023068726212 5.178197898432799
0.8223539226948751 4.973861066218385 8.18686205064442 5.602550422085932 9.266973996661044|9.266973996661044 5.602550422085932 8.18686205064442 4.973861066218385 0.8223539226948751
3.351125778518411 3.39239081902278 1.0846675670912054 4.280626825544421 2.913617221492549|2.913617221492549 4.280626825544421 1.0846675670912054 3.39239081902278 3.351125778518411
3.0251370470380112 6.367756840178802 2.749540293137369 7.064419529328885 8.168275477762794|8.168275477762794 7.064419529328885 2.749540293137369 6.367756840178802 3.0251370470380112
6.545733901441547 0.5565341220382747 1.035134965410014 6.0689571711668835 6.471076173734366|6.471076173734366 6.0689571711668835 1.035134965410014 0.5565341220382747 6.545733901441547
7.472650754053407 2.606491709252341 0.32515215389327 6.121765482334488 9.079217792139305|9.079217792139305 6.121765482334488 0.32515215389327 2.606491709252341 7.472650754053407
1.4676671730479762 0.5102249982880736 7.969344342710974 3.4591048977264425 0.7282752028030992|0.7282752028030992 3.4591048977264425 7.969344342710974 0.5102249982880736 1.4676671730479762
3.1600895701400122 4.627977670723463 4.129639576746716 7.993423655682259 0.5423536814725072|0.5423536814725072 7.993423655682259 4.129639576746716 4.627977670723463 3.1600895701400122
4.247011597424624 0.9620436826068501 4.769990175513178 9.764930536901849 2.673134760882202|2.673134760882202 9.764930536901849 4.769990175513178 0.9620436826068501 4.247011597424624
7.027394062220445 4.545217170557275 9.151669014352114 1.7268623632550584 6.959233588690527|6.959233588690527 1.7268623632550584 9.151669014352114 4.545217170557275 7.027394062220445
8.16437292975522 5.63300768472131 1.8444567486995211 3.8644466741153636 0.10199538221538407|0.10199538221538407 3.8644466741153636 1.8444567486995211 5.63300768472131 8.16437292975522
4.352509803693736 1.8347158572933153 3.523602588189456 0.9175049321843254 8.121890502245442|8.121890502245442 0.9175049321843254 3.523602588189456 1.8347158572933153 4.352509803693736
2.272981244140083 6.548691490354392 7.59713329712302 3.6881134460866596 3.8707339179207123|3.8707339179207123 3.6881134460866596 7.59713329712302 6.548691490354392 2.272981244140083
8.955868668685438 6.506953122794804 6.622326724997332 4.2218109021508265 9.923424677762272|9.923424677762272 4.2218109021508265 6.622326724997332 6.506953122794804 8.955868668685438
7.679248484754286 9.710506734502106 2.6399046392955094 9.807621227407173 6.756070658827081|6.756070658827081 9.807621227407173 2.6399046392955094 9.710506734502106 7.679248484754286
6.05449388409107 6.406576517487698 8.220982068361186 8.435544622215257 8.331779071935276|8.331779071935276 8.435544622215257 8.220982068361186 6.406576517487698 6.05449388409107
5.537439931271062 4.8685544628045605 2.1502276084406233 1.7087090096955426 4.782808166600315|4.782808166600315 1.7087090096955426 2.1502276084406233 4.8685544628045605 5.537439931271062
0.7229411805065233 4.8428122536083595 2.6955074329033533 1.3271366328802359 6.267852254720219|6.267852254720219 1.3271366328802359 2.6955074329033533 4.8428122536083595 0.7229411805065233
5.903027021794714 6.90556521608311 3.047553609124707 3.1069612838204486 1.8123339110964587|1.8123339110964587 3.1069612838204486 3.047553609124707 6.90556521608311 5.903027021794714
3.09165363131914 4.123247721098519 8.90637717510534 6.0549593950680265 3.0072770974256082|3.0072770974256082 6.0549593950680265 8.90637717510534 4.123247721098519 3.09165363131914
1.5416032031986338 7.18241368091392 3.327645011899496 3.054957604355865 8.76683327932785|8.76683327932785 3.054957604355865 3.327645011899496 7.18241368091392 1.5416032031986338
4.431695935991612 6.48399841579269 1.9001478599777966 5.703481322598076 2.5881059965388253|2.5881059965388253 5.703481322598076 1.9001478599777966 6.48399841579269 4.431695935991612
7.312821347251135 7.816468343061236 3.066922350651833 2.103890342272602 5.452193794025659|5.452193794025659 2.103890342272602 3.066922350651833 7.816468343061236 7.312821347251135
9.366480190151416 4.23612630653471 8.769409807510002 0.7944009524249318 2.2623708615646008|2.2623708615646008 0.7944009524249318 8.769409807510002 4.23612630653471 9.366480190151416
1.1391571907807208 0.15643245032421538 2.054651495547014 7.90179754106224 6.079758853789095|6.079758853789095 7.90179754106224 2.054651495547014 0.15643245032421538 1.1391571907807208
6.6863956032624365 1.5348856145532808 9.286890540296787 5.379532291705829 0.2781848992032554|0.2781848992032554 5.379532291705829 9.286890540296787 1.5348856145532808 6.6863956032624365
8.350293919668712 4.739791603731273 4.295640813008374 8.0758930911739 9.39758717299996|9.39758717299996 8.0758930911739 4.295640813008374 4.739791603731273 8.350293919668712
7.289748188333877 0.13585524666591575 4.601395161469139 9.503702740686968 5.569465104978086|5.569465104978086 9.503702740686968 4.601395161469139 0.13585524666591575 7.289748188333877
2.985494162601773 4.084833121780616 3.7290416181478325 5.644571855008332 1.362340312993372|1.362340312993372 5.644571855008332 3.7290416181478325 4.084833121780616 2.985494162601773
2.5662954843918397 8.260100504611577 5.750260424492014 4.376724632575081 5.119471040966957|5.119471040966957 4.376724632575081 5.750260424492014 8.260100504611577 2.5662954843918397
5.157380056032373 9.20179788509562 2.6494294049213973 9.89806167256712 2.445359944668868|2.445359944668868 9.89806167256712 2.6494294049213973 9.20179788509562 5.157380056032373
3.608329360376674 9.957270466669621 9.431156298700676 4.540644859639823 7.787001371999439|7.787001371999439 4.540644859639823 9.431156298700676 9.957270466669621 3.608329360376674
7.114413599923473 1.0255682908783226 4.008732191932421 9.598627953865133 6.174438137636962|6.174438137636962 9.598627953865133 4.008732191932421 1.0255682908783226 7.114413599923473
0.808798843460472 3.2291288416719555 4.486245266679656 3.0716515227206553 5.4795921458618215|5.4795921458618215 3.0716515227206553 4.486245266679656 3.2291288416719555 0.808798843460472
3.8928169741862293 1.581245645483721 6.135264162475852 0.48846639403476333 3.3128171609732773|3.3128171609732773 0.48846639403476333 6.135264162475852 1.581245645483721 3.8928169741862293
6.818752873664521 7.256654492410895 0.8314448827275867 2.7832768051868726 6.816389220484014|6.816389220484014 2.7832768051868726 0.8314448827275867 7.256654492410895 6.818752873664521
9.479812258022521 8.890766331791621 0.7801190552004311 5.698691286630413 1.070260188809572|1.070260188809572 5.698691286630413 0.7801190552004311 8.890766331791621 9.479812258022521
2.1683537356648364 3.29771516673786 0.18952196586193626 6.345878259054114 2.777515212600105|2.777515212600105 6.345878259054114 0.18952196586193626 3.29771516673786 2.1683537356648364
0.39387046915532964 6.766942009461498 7.0562575197165796 5.189946542784959 9.204852308601769|9.204852308601769 5.189946542784959 7.0562575197165796 6.766942009461498 0.39387046915532964
9.074273591918773 9.32199701706155 3.66169663433542 7.356704892296589 0.20726382094973683|0.20726382094973683 7.356704892296589 3.66169663433542 9.32199701706155 9.074273591918773
2.3940608476839795 6.83135580236128 8.910023706465257 2.884194595326617 0.4915761336681812|0.4915761336681812 2.884194595326617 8.910023706465257 6.83135580236128 2.3940608476839795
6.558238002052894 8.21906475399014 3.985963898994096 4.058398767994759 2.0271917024359354|2.0271917024359354 4.058398767994759 3.985963898994096 8.21906475399014 6.558238002052894
6.195651716333668 4.356551139143608 9.082189799844407 0.8541075706741397 0.12456150424398849|0.12456150424398849 0.8541075706741397 9.082189799844407 4.356551139143608 6.195651716333668
5.071850389200145 0.5936700214876078 6.964450550864905 5.5325286337914035 3.0515751263480437|3.0515751263480437 5.5325286337914035 6.964450550864905 0.5936700214876078 5.071850389200145
2.525102637597189 1.154180508601581 4.038812216165832 9.441862894722021 7.0900271501213075|7.0900271501213075 9.441862894722021 4.038812216165832 1.154180508601581 2.525102637597189
7.39835001812584 5.009403264271542 5.259532539288009 1.1524748886439862 6.712343315863826|6.712343315863826 1.1524748886439862 5.259532539288009 5.009403264271542 7.39835001812584
8.599730827811124 2.7010419026591705 5.814171657303813 0.8406130615312668 9.30913658628603|9.30913658628603 0.8406130615312668 5.814171657303813 2.7010419026591705 8.599730827811124
1.987427691511613 1.3108710915219945 1.7547322581664437 0.33973921409435115 7.442985515968914|7.442985515968914 0.33973921409435115 1.7547322581664437 1.3108710915219945 1.987427691511613
2.3293572609051862 5.6284226266358175 1.508860853368289 4.660735756493644 4.575661054850036|4.575661054850036 4.660735756493644 1.508860853368289 5.6284226266358175 2.3293572609051862
6.302468464314152 5.579689178342909 9.987185959684503 4.63480709605698 5.262193059685888|5.262193059685888 4.63480709605698 9.987185959684503 5.579689178342909 6.302468464314152
6.040992699793496 2.233132286641668 0.5958712057314919 3.5689504302856 2.673632587662956|2.673632587662956 3.5689504302856 0.5958712057314919 2.233132286641668 6.040992699793496
6.444556631087077 5.630948647714215 0.0716859799672609 1.3069668327908834 9.434171188559738|9.434171188559738 1.3069668327908834 0.0716859799672609 5.630948647714215 6.444556631087077
3.1221348266887516 2.703515843064319 3.3883998696034445 7.380300942399318 0.8796269013798208|0.8796269013798208 7.380300942399318 3.3883998696034445 2.703515843064319 3.1221348266887516
6.224984713199797 0.6194341808514991 9.437244167777441 2.558211360425462 0.6384306352020375|0.6384306352020375 2.558211360425462 9.437244167777441 0.6194341808514991 6.224984713199797
2.299930605218216 5.043053725770453 1.4371802380183518 9.796876447192481 1.8353799086802691|1.8353799086802691 9.796876447192481 1.4371802380183518 5.043053725770453 2.299930605218216
3.8922723582077556 9.114998531194402 8.995595746079529 5.751500769031605 7.376613507359759|7.376613507359759 5.751500769031605 8.995595746079529 9.114998531194402 3.8922723582077556
9.1936348812479 2.2457121490524146 9.881627834876987 1.4829165350397067 0.05821433035018253|0.05821433035018253 1.4829165350397067 9.881627834876987 2.2457121490524146 9.1936348812479
4.0897615022205365 6.413559809703736 2.976419952972061 5.5116277239758915 8.004792461691718|8.004792461691718 5.5116277239758915 2.976419952972061 6.413559809703736 4.0897615022205365
3.0700534030832816 8.20827052328404 0.8544400003036412 9.298098103393164 7.642725346228223|7.642725346228223 9.298098103393164 0.8544400003036412 8.20827052328404 3.0700534030832816
2.7368287522903065 0.8183805352542894 7.683519344790018 5.435216701064806 8.746283835311319|8.746283835311319 5.435216701064806 7.683519344790018 0.8183805352542894 2.7368287522903065
8.503429716044899 3.178024675608814 4.261985266753539 3.4408111165768407 6.790330273785604|6.790330273785604 3.4408111165768407 4.261985266753539 3.178024675608814 8.503429716044899
3.727269077362916 3.410862982880556 6.8098553133436965 6.663845835538725 3.7954243086554906|3.7954243086554906 6.663845835538725 6.8098553133436965 3.410862982880556 3.727269077362916
0.13317590998681017 4.477381403682632 6.991399146830047 6.349597040936975 5.470427266242682|5.470427266242682 6.349597040936975 6.991399146830047 4.477381403682632 0.13317590998681017
1.788945892372813 2.6674800051590686 4.76064361078706 6.732110250564961 7.654660820316882|7.654660820316882 6.732110250564961 4.76064361078706 2.6674800051590686 1.788945892372813
2.4942222071966578 4.207022482698582 2.356677411589078 5.267352273376906 1.692762547154829|1.692762547154829 5.267352273376906 2.356677411589078 4.207022482698582 2.4942222071966578
1.7854072712924196 9.275791753370509 4.7695912856557605 2.3071651146249628 8.341514772047313|8.341514772047313 2.3071651146249628 4.7695912856557605 9.275791753370509 1.7854072712924196
6.335866329752583 5.45325386987114 3.0240604106478175 0.6075872793911719 4.042807930698919|4.042807930698919 0.6075872793911719 3.0240604106478175 5.45325386987114 6.335866329752583
5.065707354886031 2.9201735066880516 1.3125283498929174 8.781309320785661 9.056948524116553|9.056948524116553 8.781309320785661 1.3125283498929174 2.9201735066880516 5.065707354886031
6.458627754343827 1.9844069889538962 1.8260496198036391 5.3490263735407115 1.7443078425346803|1.7443078425346803 5.3490263735407115 1.8260496198036391 1.9844069889538962 6.458627754343827
5.502192043094388 5.033982608347381 3.842002010982294 4.469712154400751 3.687186923731176|3.687186923731176 4.469712154400751 3.842002010982294 5.033982608347381 5.502192043094388
0.6524766949717964 9.00446674153385 5.1519311260022 1.6626604377990517 1.3780989672851551|1.3780989672851551 1.6626604377990517 5.1519311260022 9.00446674153385 0.6524766949717964
2.5167560036141046 2.3124406313822132 1.7524248458267078 3.776646807649687 0.20947549332158477|0.20947549332158477 3.776646807649687 1.7524248458267078 2.3124406313822132 2.5167560036141046
1.9006259976456508 6.122621504719898 9.943968638198562 9.140940570901314 3.240755126178776|3.240755126178776 9.140940570901314 9.943968638198562 6.122621504719898 1.9006259976456508
2.264682074459973 5.563720467713296 6.626625853394171 0.2714626273632026 5.108673206623874|5.108673206623874 0.2714626273632026 6.626625853394171 5.563720467713296 2.264682074459973
5.79940915869653 3.7081968347010275 9.240573181819903 5.193402490445696 0.9562701444113431|0.9562701444113431 5.193402490445696 9.240573181819903 3.7081968347010275 5.79940915869653
5.678453877255612 0.3718977435616444 4.052272506498467 6.943719543535323 4.538836307135305|4.538836307135305 6.943719543535323 4.052272506498467 0.3718977435616444 5.678453877255612
4.041574096497628 2.397261496086048 9.773887148650605 1.6626963194630273 9.104434725995603|9.104434725995603 1.6626963194630273 9.773887148650605 2.397261496086048 4.041574096497628
6.757609004192542 7.747542157068049 2.358743391613838 5.108570598430003 8.970302044914934|8.970302044914934 5.108570598430003 2.358743391613838 7.747542157068049 6.757609004192542
7.71314926514151 2.114101145260172 2.2946148904967223 9.92716529649277 8.718207163869447|8.718207163869447 9.92716529649277 2.2946148904967223 2.114101145260172 7.71314926514151
9.957892536029494 0.1926441910454857 5.174945235459476 4.206002174517126 1.397591183073601|1.397591183073601 4.206002174517126 5.174945235459476 0.1926441910454857 9.957892536029494
3.40181516466296 7.358349191888688 9.850566227508473 7.336150880001449 9.970733177586975|9.970733177586975 7.336150880001449 9.850566227508473 7.358349191888688 3.40181516466296
9.205997083596703 6.96127868633414 3.5842549078474253 9.15281855463683 8.139449405132673|8.139449405132673 9.15281855463683 3.5842549078474253 6.96127868633414 9.205997083596703
0.42761318210018384 6.937873219295644 5.187998563472263 2.4499580358213358 2.8157442109733943|2.8157442109733943 2.4499580358213358 5.187998563472263 6.937873219295644 0.42761318210018384
7.843323058934591 0.12660754908232374 8.610908764856722 7.403152327395823 1.533293940739392|1.533293940739392 7.403152327395823 8.610908764856722 0.12660754908232374 7.843323058934591
2.002818286213055 1.6774534787585715 9.750462487429457 7.451251543092829 7.571180733470278|7.571180733470278 7.451251543092829 9.750462487429457 1.6774534787585715 2.002818286213055
0.9847100703610123 0.14303617196912533 3.6722334119670865 7.624423076405851 6.738849541297326|6.738849541297326 7.624423076405851 3.6722334119670865 0.14303617196912533 0.9847100703610123
5.9547295792653685 3.2285051705661703 0.7513236688779179 1.2356312797196567 8.459293377515651|8.459293377515651 1.2356312797196567 0.7513236688779179 3.2285051705661703 5.9547295792653685
0.3265022994452249 6.312972984678657 4.750744345353292 0.30666579636745683 4.594155908275837|4.594155908275837 0.30666579636745683 4.750744345353292 6.312972984678657 0.3265022994452249
6.234373681078337 9.170790906611524 8.124069636520888 6.072044286461818 9.3620519273019|9.3620519273019 6.072044286461818 8.124069636520888 9.170790906611524 6.234373681078337
0.3329916785462794 2.50760609620833 1.1553825869208434 3.1345921903673624 5.128209588689989|5.128209588689989 3.1345921903673624 1.1553825869208434 2.50760609620833 0.3329916785462794
6.754448403165884 1.0293412413369396 4.999617198956681 7.7556741900011295 5.324667889385772|5.324667889385772 7.7556741900011295 4.999617198956681 1.0293412413369396 6.754448403165884
1.7650698534583809 2.9820598599324413 4.935163257820905 7.195085302383449 0.3891548160143776|0.3891548160143776 7.195085302383449 4.935163257820905 2.9820598599324413 1.7650698534583809
7.480324744699547 1.8457160154842878 2.738040515807273 8.829981818350324 7.9364284461106465|7.9364284461106465 8.829981818350324 2.738040515807273 1.8457160154842878 7.480324744699547
9.868995255294955 9.11762742037556 8.112786516226752 3.9099177538356846 7.370674954575077|7.370674954575077 3.9099177538356846 8.112786516226752 9.11762742037556 9.868995255294955
2.1121962733657873 0.5765013887869364 6.1459107903946535 3.2669362489386202 1.8516481235110127|1.8516481235110127 3.2669362489386202 6.1459107903946535 0.5765013887869364 2.1121962733657873
8.288906840192563 0.9756041266285043 3.352451635744459 0.6225102071145616 6.555550470090999|6.555550470090999 0.6225102071145616 3.352451635744459 0.9756041266285043 8.288906840192563
7.019966871169256 0.4168477215369193 7.258717524088182 3.701788045576847 4.96120973679688|4.96120973679688 3.701788045576847 7.258717524088182 0.4168477215369193 7.019966871169256
9.548819322414117 6.356695437119347 1.331502785165003 9.844045348462767 1.7928121672522312|1.7928121672522312 9.844045348462767 1.331502785165003 6.356695437119347 9.548819322414117
1.1834936827153442 9.38214016734867 4.425905551120312 8.339689706908388 1.9939793592498956|1.9939793592498956 8.339689706908388 4.425905551120312 9.38214016734867 1.1834936827153442
